,#,Date,Category,Winner,Movie,Wikipedia_URL
1507,72nd,"March 26, 2000",Best Documentary (Short Subject),True,King Gimp,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1508,72nd,"March 26, 2000",Best Documentary (Short Subject),False,Eyewitness,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1509,72nd,"March 26, 2000",Best Documentary (Short Subject),False,The Wildest Show in the South: The Angola Prison Rodeo,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1510,72nd,"March 26, 2000",Best Short Film (Live Action),True,My Mother Dreams the Satan's Disciples in New York,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1511,72nd,"March 26, 2000",Best Short Film (Animated),True,The Old Man and the Sea,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1512,72nd,"March 26, 2000",Best Short Film (Animated),False,Humdrum,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1513,72nd,"March 26, 2000",Best Short Film (Animated),False,My Grandmother Ironed the King's Shirts,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1514,72nd,"March 26, 2000",Best Short Film (Animated),False,When the Day Breaks,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1515,72nd,"March 26, 2000",Best Music (Original Score),True,The Red Violin,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1516,72nd,"March 26, 2000",Best Music (Original Score),False,American Beauty,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1517,72nd,"March 26, 2000",Best Music (Original Score),False,Angela's Ashes,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1518,72nd,"March 26, 2000",Best Music (Original Score),False,The Cider House Rules,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1519,72nd,"March 26, 2000",Best Music (Original Score),False,The Talented Mr. Ripley,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1520,72nd,"March 26, 2000",Best Music (Original Song),True,Tarzan,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1521,72nd,"March 26, 2000",Best Music (Original Song),False,"South Park: Bigger, Longer & Uncut",https://en.wikipedia.org/wiki/72nd_Academy_Awards
1522,72nd,"March 26, 2000",Best Music (Original Song),False,Music of the Heart,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1523,72nd,"March 26, 2000",Best Music (Original Song),False,Magnolia,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1524,72nd,"March 26, 2000",Best Music (Original Song),False,Toy Story 2,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1525,72nd,"March 26, 2000",Best Sound Effects Editing,True,The Matrix,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1526,72nd,"March 26, 2000",Best Sound Effects Editing,False,Fight Club,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1527,72nd,"March 26, 2000",Best Sound Effects Editing,False,Star Wars: Episode I – The Phantom Menace,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1528,72nd,"March 26, 2000",Best Sound,True,The Matrix,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1529,72nd,"March 26, 2000",Best Sound,False,The Green Mile,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1530,72nd,"March 26, 2000",Best Sound,False,The Insider,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1531,72nd,"March 26, 2000",Best Sound,False,The Mummy,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1532,72nd,"March 26, 2000",Best Sound,False,Star Wars: Episode I – The Phantom Menace,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1533,72nd,"March 26, 2000",Best Art Direction,True,Sleepy Hollow,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1534,72nd,"March 26, 2000",Best Art Direction,False,Anna and the King,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1535,72nd,"March 26, 2000",Best Art Direction,False,The Cider House Rules,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1536,72nd,"March 26, 2000",Best Art Direction,False,The Talented Mr. Ripley,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1537,72nd,"March 26, 2000",Best Art Direction,False,Topsy-Turvy,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1538,72nd,"March 26, 2000",Best Cinematography,True,American Beauty,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1539,72nd,"March 26, 2000",Best Cinematography,False,The End of the Affair,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1540,72nd,"March 26, 2000",Best Cinematography,False,The Insider,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1541,72nd,"March 26, 2000",Best Cinematography,False,Sleepy Hollow,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1542,72nd,"March 26, 2000",Best Cinematography,False,Snow Falling on Cedars,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1543,72nd,"March 26, 2000",Best Makeup,True,Topsy-Turvy,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1544,72nd,"March 26, 2000",Best Makeup,False,Austin Powers: The Spy Who Shagged Me,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1545,72nd,"March 26, 2000",Best Makeup,False,Bicentennial Man,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1546,72nd,"March 26, 2000",Best Makeup,False,Life,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1547,72nd,"March 26, 2000",Best Costume Design,True,Topsy-Turvy,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1548,72nd,"March 26, 2000",Best Costume Design,False,Anna and the King,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1549,72nd,"March 26, 2000",Best Costume Design,False,Sleepy Hollow,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1550,72nd,"March 26, 2000",Best Costume Design,False,The Talented Mr. Ripley,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1551,72nd,"March 26, 2000",Best Costume Design,False,Titus,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1552,72nd,"March 26, 2000",Best Film Editing,True,The Matrix,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1553,72nd,"March 26, 2000",Best Film Editing,False,American Beauty,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1554,72nd,"March 26, 2000",Best Film Editing,False,The Cider House Rules,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1555,72nd,"March 26, 2000",Best Film Editing,False,The Insider,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1556,72nd,"March 26, 2000",Best Film Editing,False,The Sixth Sense,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1557,72nd,"March 26, 2000",Best Visual Effects,True,The Matrix,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1558,72nd,"March 26, 2000",Best Visual Effects,False,Star Wars: Episode I – The Phantom Menace,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1559,72nd,"March 26, 2000",Best Visual Effects,False,Stuart Little,https://en.wikipedia.org/wiki/72nd_Academy_Awards
1560,73rd,"March 25, 2001",Best Picture,True,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1561,73rd,"March 25, 2001",Best Picture,False,Chocolat,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1562,73rd,"March 25, 2001",Best Picture,False,"Crouching Tiger, Hidden Dragon",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1563,73rd,"March 25, 2001",Best Picture,False,Erin Brockovich,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1564,73rd,"March 25, 2001",Best Picture,False,Traffic,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1565,73rd,"March 25, 2001",Best Directing,True,Traffic,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1566,73rd,"March 25, 2001",Best Directing,False,Billy Elliot,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1567,73rd,"March 25, 2001",Best Directing,False,"Crouching Tiger, Hidden Dragon",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1568,73rd,"March 25, 2001",Best Directing,False,Erin Brockovich,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1569,73rd,"March 25, 2001",Best Directing,False,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1570,73rd,"March 25, 2001",Best Actor in a Leading Role,True,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1571,73rd,"March 25, 2001",Best Actor in a Leading Role,False,Before Night Falls,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1572,73rd,"March 25, 2001",Best Actor in a Leading Role,False,Cast Away,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1573,73rd,"March 25, 2001",Best Actor in a Leading Role,False,Pollock,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1574,73rd,"March 25, 2001",Best Actor in a Leading Role,False,Quills,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1575,73rd,"March 25, 2001",Best Actress in a Leading Role,True,Erin Brockovich,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1576,73rd,"March 25, 2001",Best Actress in a Leading Role,False,The Contender,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1577,73rd,"March 25, 2001",Best Actress in a Leading Role,False,Chocolat,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1578,73rd,"March 25, 2001",Best Actress in a Leading Role,False,Requiem for a Dream,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1579,73rd,"March 25, 2001",Best Actress in a Leading Role,False,You Can Count on Me,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1580,73rd,"March 25, 2001",Best Actor in a Supporting Role,True,Traffic,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1581,73rd,"March 25, 2001",Best Actor in a Supporting Role,False,The Contender,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1582,73rd,"March 25, 2001",Best Actor in a Supporting Role,False,Shadow of the Vampire,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1583,73rd,"March 25, 2001",Best Actor in a Supporting Role,False,Erin Brockovich,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1584,73rd,"March 25, 2001",Best Actor in a Supporting Role,False,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1585,73rd,"March 25, 2001",Best Actress in a Supporting Role,True,Pollock,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1586,73rd,"March 25, 2001",Best Actress in a Supporting Role,False,Chocolat,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1587,73rd,"March 25, 2001",Best Actress in a Supporting Role,False,Almost Famous,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1588,73rd,"March 25, 2001",Best Actress in a Supporting Role,False,Billy Elliot,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1589,73rd,"March 25, 2001",Best Writing (Screenplay Written Directly for the Screen),True,Almost Famous,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1590,73rd,"March 25, 2001",Best Writing (Screenplay Written Directly for the Screen),False,Billy Elliot,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1591,73rd,"March 25, 2001",Best Writing (Screenplay Written Directly for the Screen),False,Erin Brockovich,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1592,73rd,"March 25, 2001",Best Writing (Screenplay Written Directly for the Screen),False,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1593,73rd,"March 25, 2001",Best Writing (Screenplay Written Directly for the Screen),False,You Can Count on Me,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1594,73rd,"March 25, 2001",Best Writing (Screenplay Based on Material Previously Produced or Published),True,Traffic,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1595,73rd,"March 25, 2001",Best Writing (Screenplay Based on Material Previously Produced or Published),False,Chocolat,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1596,73rd,"March 25, 2001",Best Writing (Screenplay Based on Material Previously Produced or Published),False,"Crouching Tiger, Hidden Dragon",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1597,73rd,"March 25, 2001",Best Writing (Screenplay Based on Material Previously Produced or Published),False,"O Brother, Where Art Thou?",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1598,73rd,"March 25, 2001",Best Writing (Screenplay Based on Material Previously Produced or Published),False,Odyssey,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1599,73rd,"March 25, 2001",Best Writing (Screenplay Based on Material Previously Produced or Published),False,Wonder Boys,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1600,73rd,"March 25, 2001",Best Foreign Language Film,True,"Crouching Tiger, Hidden Dragon",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1601,73rd,"March 25, 2001",Best Foreign Language Film,False,Amores Perros,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1602,73rd,"March 25, 2001",Best Foreign Language Film,False,Divided We Fall,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1603,73rd,"March 25, 2001",Best Foreign Language Film,False,Everybody's Famous!,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1604,73rd,"March 25, 2001",Best Foreign Language Film,False,The Taste of Others,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1605,73rd,"March 25, 2001",Best Documentary (Feature),True,Into the Arms of Strangers: Stories of the Kindertransport,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1606,73rd,"March 25, 2001",Best Documentary (Feature),False,Legacy,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1607,73rd,"March 25, 2001",Best Documentary (Feature),False,Long Night's Journey into Day,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1608,73rd,"March 25, 2001",Best Documentary (Feature),False,Scottsboro: An American Tragedy,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1609,73rd,"March 25, 2001",Best Documentary (Feature),False,Sound and Fury,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1610,73rd,"March 25, 2001",Best Documentary (Short Subject),True,Big Mama,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1611,73rd,"March 25, 2001",Best Documentary (Short Subject),False,Curtain Call,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1612,73rd,"March 25, 2001",Best Documentary (Short Subject),False,Dolphins,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1613,73rd,"March 25, 2001",Best Documentary (Short Subject),False,The Man on Lincoln's Nose,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1614,73rd,"March 25, 2001",Best Documentary (Short Subject),False,On Tiptoe: Gentle Steps to Freedom,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1615,73rd,"March 25, 2001",Best Short Film (Live Action),True,Quiero ser (I want to be...),https://en.wikipedia.org/wiki/73rd_Academy_Awards
1616,73rd,"March 25, 2001",Best Short Film (Animated),True,Father and Daughter,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1617,73rd,"March 25, 2001",Best Short Film (Animated),False,Periwig Maker,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1618,73rd,"March 25, 2001",Best Short Film (Animated),False,Rejected,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1619,73rd,"March 25, 2001",Best Music (Original Score),True,"Crouching Tiger, Hidden Dragon",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1620,73rd,"March 25, 2001",Best Music (Original Score),False,Chocolat,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1621,73rd,"March 25, 2001",Best Music (Original Score),False,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1622,73rd,"March 25, 2001",Best Music (Original Score),False,Malèna,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1623,73rd,"March 25, 2001",Best Music (Original Score),False,The Patriot,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1624,73rd,"March 25, 2001",Best Music (Original Song),True,Wonder Boys,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1625,73rd,"March 25, 2001",Best Music (Original Song),False,Meet the Parents,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1626,73rd,"March 25, 2001",Best Music (Original Song),False,Dancer in the Dark,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1627,73rd,"March 25, 2001",Best Music (Original Song),False,"Crouching Tiger, Hidden Dragon",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1628,73rd,"March 25, 2001",Best Music (Original Song),False,The Emperor's New Groove,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1629,73rd,"March 25, 2001",Best Sound Editing,True,U-571,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1630,73rd,"March 25, 2001",Best Sound Editing,False,Space Cowboys,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1631,73rd,"March 25, 2001",Best Sound,True,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1632,73rd,"March 25, 2001",Best Sound,False,Cast Away,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1633,73rd,"March 25, 2001",Best Sound,False,The Patriot,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1634,73rd,"March 25, 2001",Best Sound,False,The Perfect Storm,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1635,73rd,"March 25, 2001",Best Sound,False,U-571,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1636,73rd,"March 25, 2001",Best Art Direction,True,"Crouching Tiger, Hidden Dragon",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1637,73rd,"March 25, 2001",Best Art Direction,False,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1638,73rd,"March 25, 2001",Best Art Direction,False,How the Grinch Stole Christmas,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1639,73rd,"March 25, 2001",Best Art Direction,False,Quills,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1640,73rd,"March 25, 2001",Best Art Direction,False,Vatel,https://en.wikipedia.org/wiki/73rd_Academy_Awards
1641,73rd,"March 25, 2001",Best Cinematography,True,"Crouching Tiger, Hidden Dragon",https://en.wikipedia.org/wiki/73rd_Academy_Awards
1642,73rd,"March 25, 2001",Best Cinematography,False,Gladiator,https://en.wikipedia.org/wiki/73rd_Academy_Awards
